,movie_link,title,description,genres,date_released
7305,m/greenfingers,Greenfingers,"The beauty and delicacy of a flower seem a sharp contrast to the rough exterior of a prison inmate. Yet these two images are exactly what writer/director Joel Hershman brings together in ""Greenfingers,"" a story of redemption that not only tickles the funny bone, but touches the soul.","Comedy, Drama",2001-07-27
6695,m/frankenstein_created_woman,Frankenstein Created Woman,The baron (Peter Cushing) puts an angry man's soul in the body of a woman (Susan Denberg) beautified by surgery.,"Classics, Drama, Horror, Science Fiction & Fantasy",1967-03-15
15228,m/the_innkeepers,The Innkeepers,"The last two employees (Sara Paxton, Pat Healy) of a century-old haunted hotel go on the hunt for ghosts.","Horror, Mystery & Suspense",2012-02-03
3308,m/beautiful_country,The Beautiful Country,A Vietnamese youth (Damien Nguyen) of mixed race undertakes an arduous journey to the United States to find his American father (Nick Nolte).,Drama,2005-07-08
4980,m/criminal_law,Criminal Law,"Up-and-coming Boston attorney Ben Chase (Gary Oldman) successfully defends wealthy Martin Thiel (Kevin Bacon) on the charge of a particularly vicious murder. Within 24 hours, another similarly styled murder occurs -- with a new twist that allows Chase to realize he has allowed a guilty man to run free. Chase is startled when Thiel contacts him, requesting he defend him again. Recklessly agreeing in order to gather evidence against Thiel, Chase is soon dragged into the killer's twisted game.","Drama, Mystery & Suspense",1989-04-28
9024,m/king_ralph,King Ralph,"When the royal family is accidentally killed, the heir to the throne proves to be a loutish American named Ralph Jones (John Goodman). Overnight, Ralph goes from sleazy Las Vegas lounge singer to King of England, and it's royal secretary Cedric Willingham's (Peter O'Toole) job to try to civilize him. But it's not easy weaning Ralph off of fast food, and even harder keeping him away from a kindly stripper (Camille Coduri). Meanwhile, the next would-be heir (John Hurt) plots Ralph's demise.",Comedy,1991-02-15
11884,m/planet_of_snail_2012,Planet of Snail,A deaf-blind poet and his devoted wife share a rich life together and communicate with a touch-based form of Braille.,"Documentary, Drama, Special Interest",2012-07-25
2586,m/alphabet_killer,The Alphabet Killer,Former cop Megan Price (Eliza Dushku) investigates a murder similar to one that drove her crazy.,"Drama, Horror, Mystery & Suspense",2008-02-07
664,m/1016586-posse,Posse,"Texas Marshal Howard Nightingale (Kirk Douglas) aspires to become a U.S. senator and believes that to do so, he must capture the gunslinger Jack Strawhorn (Bruce Dern). Recognizing a dangerous foe, Nightingale gathers a posse of ruthless law enforcers to track him down. His triumph seems imminent after the posse apprehends the outlaw's gang, though Strawhorn himself escapes. Nightingale's confidence is shaken, however, when arresting the elusive bandit proves politically complicated.","Action & Adventure, Western",1975-08-22
17375,m/wild_strawberries,Wild Strawberries,"Crotchety retired doctor Isak Borg (Victor Sjöström) travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne (Ingrid Thulin), in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara (Bibi Andersson), a dead ringer for the doctor's own first love.",Drama,1957-12-26
5485,m/diary_of_a_wimpy_kid_dog_days,Diary of a Wimpy Kid: Dog Days,"It's summertime, and Greg Heffley (Zachary Gordon) is looking forward to playing video games and spending time with his friends. However, Greg's dad (Steve Zahn) has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.","Comedy, Kids & Family",2012-08-03
4626,m/city_hall,City Hall,"Tragedy strikes when a child is caught in the crossfire between a cop and a mobster on the streets of New York City. Mayor John Pappas (Al Pacino) brushes the situation under the rug, causing his deputy mayor, Kevin Calhoun (John Cusack), to start asking questions. When Calhoun discovers that Pappas, his idol, is actually deeply involved in illegal activity between the police department and the Mafia, he is faced with a dilemma: Should he stay quiet, or expose his boss for who he really is?","Drama, Mystery & Suspense",1996-02-16
16772,m/up_the_yangtze,Up the Yangtze,"This documentary examine China's rapidly changing economy by focusing on the construction of the Three Gorges Dam. For the government, the dam stands as a symbol of progress; but it displaces hundreds of families during its creation. Following local teenagers Chen Bo Yu and Yu Shi, who work on one of the Western cruise lines that sails up the Yangtze near the dam, the film details the friction in Chinese society as its citizens struggle with the realities of its new consumer capitalism.","Documentary, Special Interest",2007-09-30
10720,m/multiplicity,Multiplicity,"Doug Kinney (Michael Keaton) is a busy construction worker struggling to make time for his family and his demanding job. When a scientist offers to clone him, Doug accepts and spawns a slightly more macho version of himself. He decides to create a second clone, but this sparks a series of duplications when his second clone begins to feel overwhelmed. Doug attempts to manage his many clones while trying to keep his wife (Andie MacDowell) in the dark.","Comedy, Science Fiction & Fantasy",1996-07-17
3641,m/black_coffee_2015,Black Coffee,A new romance with an attorney (Gabrielle Dennis) helps reinvigorate a man (Darrin Dewitt Henson) after he's fired from the company his father built.,"Comedy, Romance",2014-01-10
7791,m/hockney,Hockney,The life and work of Bradford born artist David Hockney.,"Documentary, Special Interest",2016-04-22
2734,m/anatomie,Anatomie,"For an ambitious medical student like Paula, being chosen to take part in a prestigious anatomy course taught by a legendary professor is a dream come true. But Paula's delight quickly turns to sheer horror, when she finds a young man she met only days before lying in front of her on the dissecting table. She soon discovers that a centuries-old secret society, one known for its ruthless research on live humans, is headquartered at the same renowned institute where she is studying.","Art House & International, Horror, Mystery & Suspense",2000-01-01
1719,m/1202867-dear_zachary,Dear Zachary: A Letter to a Son About His Father,"In 2001, 28-year-old Dr. Andrew Bagby is found dead in a park in Pennsylvania. He had been shot by his ex-girlfriend, who then fled to Canada, where she was able to walk free on bail, pregnant with Andrew's child. Andrew's enraged parents campaign to gain custody of the child and convict their son's killer. Filmmaker Kurt Kuenne pairs this story with home movies and interviews with those who knew Andrew, hoping to give his best friend's son an opportunity to discover who his dad was.","Documentary, Drama, Special Interest",2008-10-31
2181,m/a_nightmare_on_elm_street_4_the_dream_master,A Nightmare on Elm Street 4: The Dream Master,Grotesque Freddy Krueger (Robert Englund) gives some more suburban teenagers something to dream about.,Horror,1988-08-19
14487,m/the_african_queen_1951,The African Queen,"After religious spinster's (Katharine Hepburn) missionary brother is killed in WWI Africa, dissolute steamer captain (Humphrey Bogart) offers her safe passage. She's not satisfied so she persuades him to destroy a German gunboat. The two spend most of their time fighting with each other rather than the Germans. Time alone on the river leads to love.","Action & Adventure, Classics, Drama, Romance",1951-12-23
8420,m/intimate_strangers_2003,Intimate Strangers,"When a beautiful woman named Anna (Sandrine Bonnaire) mistakes a psychiatrist's office for that of tax attorney William (Fabrice Luchini), she unwittingly confesses her deepest and darkest secrets to a perfect stranger. Sexually repressed and lonely, William doesn't have the courage to reveal his true identity to Anna. Maintaining the deception, William begins to enjoy the fake therapy sessions. Every week, the pair meet, and they forge an odd and erotic relationship.","Art House & International, Comedy, Drama, Mystery & Suspense",2003-01-01
9785,m/love_and_sex,Love & Sex,"Kate Wells is a beautiful and talented magazine writer who turns to her own life for inspiration when she is given an impossible assignment. Within twenty-four hours, Kate must write a single woman's guide to love and sex. A stranger to both since her break-up with Adam Levy, Kate conducts her research by recalling her many calamitous relationships with men, beginning with her first kiss and her first betrayal on the sixth-grade playground.","Comedy, Romance",2000-08-25
9126,m/kung_fu_yoga,Kung-Fu Yoga,"Jack (Jackie Chan), a world-renowned archaeology professor, and his team are on a grand quest to locate a lost ancient Indian treasure when they are ambushed by a team of mercenaries and left for dead. Using his vast knowledge of history and kung fu, Jack leads his team on a race around the world to beat the mercenaries to the treasure and save an ancient culture.","Action & Adventure, Comedy",2017-01-27
1782,m/1212085-home,Home,"After undergoing intense cancer treatments, pensive poet Inga (Marcia Gay Harden) finds comfort in her wide-eyed daughter, Indigo (Eulala Scheel), and in murky recollections of her own charmed upbringing. After Inga discovers a property in rural Pennsylvania that's very much like the home she knew as a child, she becomes determined to buy it. And, when her emotionally distant husband, Hermann (Michael Gaston), refuses to move, it throws their strained marriage even further into turmoil.","Art House & International, Documentary, Drama",2009-05-01
1500,m/1152567-jarhead,Jarhead,"In the late 1980s, Anthony Swofford (Jake Gyllenhaal) enlists as a Marine, training in boot camp under a sadistic drill instructor. Swofford undertakes a sniper course headed by Staff Sgt. Sykes (Jamie Foxx) during this time, which is shortly before the advent of the Gulf War. When the United States becomes involved, Swofford is shipped out, along with his spotter, Alan Troy (Peter Sarsgaard). Facing uncertainty each day -- about the war and home -- the soldiers try to maintain composure.",Drama,2005-11-04
11742,m/perfect_sense,Perfect Sense,A chef (Ewan McGregor) and a scientist (Eva Green) fall in love amid a plague that robs people of their senses.,"Drama, Mystery & Suspense, Romance",2012-02-03
10463,m/miss_meadows,Miss Meadows,A prim and proper vigilante's (Katie Holmes) mission to avenge wrongs gets complicated when she begins a relationship with the town sheriff.,Drama,2014-11-14
3045,m/awol_2017,AWOL,Joey (Lola Kirke) thinks joining the army will give her direction until she falls in love with Rayna (Breeda Wool).,Drama,2017-05-19
16901,m/view_from_the_top,View from the Top,"A comedy about a young woman from meager beginnings, who has high hopes for the future. Donna (Gwyneth Paltrow) dreams of becoming a first-class international flight attendant and is willing to do whatever it takes to ensure that her dreams come true. The road to success, though, is rarely a smooth flight, and as she begins her trip she encounters more turbulence than even she bargained for.",Comedy,2003-03-21
13822,m/starting_out_in_the_evening,Starting Out in the Evening,"A complex relationship develops between Leonard (Frank Langella), an academic novelist of advancing years, and Heather (Lauren Ambrose), a determined, fresh-faced graduate student doing her master's thesis on Leonard's career. Leonard keeps everyone at an emotional distance, including his devoted daughter, Ariel (Lili Taylor), and her unsettled boyfriend, Casey (Adrian Lester). Heather's attention, although motivated by selfish interests, forces Leonard to reexamine his life.","Art House & International, Drama",2007-11-23
5766,m/drive-angry,Drive Angry,"Thrown into hell for his crimes, brutal felon John Milton (Nicolas Cage) escapes from the fiery pit after cultists murder his daughter and take her baby. Intent on rescuing the child, Milton joins forces with a waitress, who gives him her ex-lover's fire-red muscle car. In it, the two pursue the cult leader, who plans to sacrifice the infant and unleash hell on Earth. However, the hunters become the hunted when Satan sends his merciless henchman (William Fichtner) to drag Milton back.","Action & Adventure, Mystery & Suspense",2011-02-25
11389,m/ongbak,Ong-Bak (Ong Bak: Muay Thai Warrior),"In Thailand, the impoverished village of Ban Nong Pradu has its most precious Buddha statue stolen from the temple. Luckily the small town also has a very skilled fighter in the form of Ting (Tony Jaa), who sets out on a quest to recover the cherished figure. His journey leads him to Bangkok, where he must wrangle the statue from Don (Wannakit Sirioput), a volatile drug dealer. Meanwhile, the village is suffering a severe drought and needs the Buddha to restore vitality.","Action & Adventure, Art House & International, Drama",2005-02-11
442,m/1007573-flipper,Flipper,"In the Florida Keys, local 12-year-old boy Sandy Ricks (Luke Halpin) comes across a dolphin that has been pierced by a harpoon. Rushing to help the poor animal, Ricks saves the dolphin's life, cares for it until it regains its health and names it Flipper. Having grown close to Flipper through the healing process, Sandy is disheartened when his fisherman father (Chuck Connors) wants Flipper to return to the ocean. However, their bond proves itself once more in another life-saving moment.","Action & Adventure, Classics, Drama, Kids & Family, Television",1963-08-14
8914,m/keeping_up_with_the_steins,Keeping Up With The Steins,"Benjamin Fiedler (Daryl Sabara) has a lot to be nervous about; his bar mitzvah is fast approaching, and his parents (Jeremy Piven, Jami Gertz) are caught up in plans to make his party even more lavish than the one the Steins threw for their son. Amid his family's debate over whether to invite an estranged grandfather (Garry Marshall), the youth solves the problem by arranging for Grandpa to arrive two weeks early.",Comedy,2006-05-12
12488,m/reuniting_the_rubins_2011,Reuniting The Rubins,An uptight Jewish lawyer (Timothy Spall) tries to please his mother by reuniting his estranged children for a holiday celebration.,"Art House & International, Comedy, Drama, Kids & Family",2012-03-16
3669,m/black_sheep,Black Sheep,"Sheep-fearing Henry (Nathan Meister) returns to his brother's (Peter Feeney) New Zealand farm, hoping his sibling will buy out his share of the property. However, what he finds are genetically altered sheep that prey on humans and turn their victims into undead, woolly killers. Shear madness ensues as Henry, an animal-rights activist (Danielle Mason) and a farmhand (Tammy Davis) set out to stop the rampaging animals.","Comedy, Horror",2006-09-10
13510,m/solace,Solace,A psychic and a federal agent hunt a serial killer.,"Drama, Mystery & Suspense",2016-12-16
17519,m/words_and_music,Words and Music,"In this fictionalized account of the partnership of songwriting legends Richard Rogers and Lorenz ""Larry"" Hart, Richard (Tom Drake), a well-mannered composer, teams up with eccentric but talented wordsmith Larry (Mickey Rooney). After years of failure, they finally manage to hit it big on Broadway. Meanwhile, Richard tries to win over the mature Joyce (Ann Sothern), and Larry, who is attempting to romance vocalist Peggy (Betty Garrett), struggles with depression and a debilitating illness.","Classics, Comedy, Drama, Musical & Performing Arts",1948-12-31
1458,m/1137202-lanas_rain,Lana's Rain,A Bosnian refugee (Nickolai Stoilov) tricks his sister (Oksana Orlenko) into becoming a prostitute.,Drama,2004-02-27
13962,m/strawberry_blonde,The Strawberry Blonde,"At the turn of the century, dentist Biff Grimes (James Cagney) recalls his association with politician Hugo Barnstead (Jack Carson). The men meet over their romantic rivalry for striking strawberry blonde Virginia Brush (Rita Hayworth). Despite Biff's efforts, Virginia pushes her friend, nurse and women's rights advocate Amy Lind (Olivia de Havilland), on him and elopes with Hugo. After Biff and Amy fall in love, Biff join Hugo's firm, only to learn that his rival is still a double dealer.","Classics, Comedy, Drama, Western, Romance",1941-01-01
3426,m/benji_off_the_leash,Benji: Off the Leash!,"Young Colby (Nick Whitaker) rescues a puppy from his abusive dog-breeding stepfather, Hatchett (Chris Kendrick). Under Colby's care, the canine grows up to be handsome Benji, the mongrel hero. Benji soon teams up with Lizard Tongue, a local stray, to rescue his mother before she dies of overbreeding. As Benji and his friend try to get his mother away from Hatchett, they must avoid animal-control officers Sheldon (Duane Stephens) and Livingston (Randall Newsome).","Drama, Kids & Family",2004-08-20
15299,m/the_knot_2012,The Knot,A couple deals with a series of mishaps the night before their wedding.,"Art House & International, Comedy, Romance",2012-10-05
14553,m/the_banshee_chapter,The Banshee Chapter,"Anne investigates the links between her friend's disappearance, a secret government chemical and an odd radio broadcast with an unknown origin.","Horror, Mystery & Suspense",2014-01-10
5507,m/dim_sum_a_little_bit_of_heart,Dim Sum: A Little Bit of Heart,"Geraldine Tam (Laureen Chew) is the only one of her siblings to still live at home. Her mother (Kim Chew) -- who, after visiting a fortuneteller, is convinced she will die within the year -- would like nothing more than to see her daughter married. But though Geraldine has a boyfriend, she is reluctant to accept his proposal of marriage because she feels guilty about leaving her traditional Chinese mother alone. Despite their feuding, Geraldine and her mother become ever closer.","Art House & International, Comedy",1985-08-09
11828,m/pied_piper,The Pied Piper,"A caravan of performers travels to Hamelin, Germany, to celebrate the marriage of Franz (John Hurt) to the burgomaster's ailing daughter, Lisa (Cathryn Harrison). Fearing that they carry the plague, however, the townsfolk will not let them in until it is discovered that the music played by the group's piper (Donovan) has cured Lisa. Once inside, the piper strikes a deal with the burgomaster to also rid the town of rats. But when the piper doesn't receive his due, he exacts a terrible revenge.","Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",1972-05-25
14327,m/ten_to_midnight,10 to Midnight,An outraged police detective (Charles Bronson) and his rookie partner (Andrew Stevens) skirt the law to catch a killer of women.,"Action & Adventure, Drama, Mystery & Suspense",1983-03-11
11316,m/on-the-bowery-1957,On the Bowery,"Lionel Rogosin's influential documentary centers on the homeless ""bums"" who frequent New York City's Bowery area. Rogosin focuses on Ray, a former railroad worker, who has recently moved to the Bowery, and still has enough money to buy drinks for his fellow derelicts on his first night there. However, after blacking out, Ray discovers that all his possessions have been stolen. As Ray tries to extricate himself from life on the Bowery, he becomes friends with Gorman, a petty thief.","Documentary, Drama, Special Interest",1957-01-01
3158,m/banana_split_2020,Banana Split,"After a messy break-up with her high school boyfriend, April strikes up an unexpected friendship with his new girlfriend, Clara.",Comedy,2020-03-27
12578,m/ritz,The Ritz,A tubby Ohio garbageman (Jack Weston) flees from his hit-man brother-in-law (Jerry Stiller) to a gay Turkish bath in Manhattan.,"Art House & International, Classics, Comedy, Gay & Lesbian",1976-01-01
5342,m/decoding_annie_parker,Decoding Annie Parker,The lives of a breast-cancer patient (Samantha Morton) and a researcher (Helen Hunt) who is trying to prove a genetic link to cancer intersect in a groundbreaking study.,Drama,2014-05-02
3280,m/be_with_me,Be With Me,"Three tales of love wrap around the true story of a blind and deaf woman named Theresa Chan. In the first an elderly shopkeeper is devoted to his sick wife. In the second, two teenage girls become soul mates and lovers. In the third a chubby security guard tries to find the courage to woo a beautiful woman who works in his building.","Art House & International, Drama, Romance",2006-09-29
10072,m/mansome,Mansome,"Will Arnett, Jason Bateman, Zach Galifianakis and others talk to filmmaker Morgan Spurlock about what it means to be a man in a society obsessed with hair and spa treatments for both sexes.","Comedy, Documentary, Special Interest",2012-05-18
2069,m/a-mothers-courage-talking-back-to-autism,A Mother's Courage: Talking Back To Autism (Sólskinsdrengurinn),"Unwilling to accept a gloomy prognosis for her autistic son, Keli, Margrét begins a journey from Iceland to the United States for proper treatment. Seeking answers about the cause of his complex and mysterious condition, Margrét comes into contact with foreign cultures and challenging new information about her son. In a documentary that's rich with beautiful visuals from Margrét's journey, director Fridrik Thor Fridriksson tells a powerful story of love and discovery.","Art House & International, Documentary, Special Interest",2010-09-24
4917,m/couples_retreat,Couples Retreat,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",Comedy,2009-10-09
1095,m/1071413-last_dance,Last Dance,"A young lawyer (Rob Morrow) is assigned to a clemency case for Cindy Liggett (Sharon Stone), a woman on death row for first degree murder. As he investigates her case the two develop a friendship. Her execution date draws closer and he uncovers errors in her trial that his bosses would rather he ignore.","Cult Movies, Drama, Mystery & Suspense",1996-05-03
16566,m/turning-green,Turning Green,"While living with their aunts in Ireland, two American siblings sell pornography to make money.","Comedy, Drama",2005-06-11
16172,m/this_is_england,This Is England,"Shaun (Thomas Turgoose), who lost his father in the Falklands War, earns the respect of skinheads when he stand up to their teasing. He becomes part of the gang and enjoys hanging out with his new friends. Trouble starts with the return of Combo (Stephen Graham), a racist ex-convict. With the gang divided into two factions, Shaun sides with Combo and, unfortunately, finds in him a father figure.","Art House & International, Drama",2007-07-27
7368,m/gun_shy,Gun Shy,"Legendary undercover DEA agent Charlie Mayough (Liam Neeson) has suddenly lost his nerves of steel. On the verge of a career-induced mental breakdown, and in complete fear of trigger-happy Mafia leader Fulvio Nesstra (Oliver Platt), Charlie seeks psychiatric help and finds himself relying on the support of an unstable therapy group and nurse Judy (Sandra Bullock) just to get through his work.",Comedy,2000-02-04
6588,m/food_inc,"Food, Inc.","Documentary filmmaker Robert Kenner examines how mammoth corporations have taken over all aspects of the food chain in the United States, from the farms where our food is grown to the chain restaurants and supermarkets where it's sold. Narrated by author and activist Eric Schlosser, the film features interviews with average Americans about their dietary habits, commentary from food experts like Michael Pollan and unsettling footage shot inside large-scale animal processing plants.","Documentary, Special Interest",2009-06-12
7543,m/hatchet_ii,Hatchet II,A woman (Danielle Harris) returns to the Louisiana swamps to seek revenge against a maniacal killer (Kane Hodder).,"Action & Adventure, Comedy, Horror, Mystery & Suspense",2010-10-01
4301,m/captivity,Captivity,"Jennifer, a model, is on top of the world. Her highly sought-after image adorns magazine covers and billboards. When she is alone at a charity event, she is abducted and put into a cell with another prisoner. Their captor subjects the two to torture, and they must find a way out of the chamber of horrors before he kills them.","Horror, Mystery & Suspense",2007-07-13
15397,m/the_loft,The Loft,"For five men (Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet, Matthias Schoenaerts), the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.","Drama, Mystery & Suspense",2015-01-30
10598,m/mortal_kombat,Mortal Kombat,"Lord Rayden (Christopher Lambert) handpicks three martial artists -- federal agent Sonya Blade (Bridgette Wilson), Shaolin monk Lui Kang (Robin Shou) and action movie sensation Johnny Cage (Linden Ashby) -- and mentors them. After intense training, Rayden transports the trio to Outworld, the site of an inter-dimensional fighting tournament. There, the three humans must defeat the demonic warriors of the evil Shang Sung (Cary-Hiroyuki Tagawa) -- or allow Sung to take over the Earth.","Action & Adventure, Science Fiction & Fantasy",1995-08-18
2419,m/age_of_consent,Age of Consent,A New York artist (James Mason) goes to an island on Australia's Great Barrier Reef and hires a girl (Helen Mirren) to be his model.,"Classics, Comedy, Drama",1969-05-14
3718,m/bless_me_ultima_2012,"Bless Me, Ultima",A young man and an elderly medicine woman try to end the battle between good and evil that is waging out of control through their village during World War II.,Drama,2013-02-22
2444,m/air_bud,Air Bud,"Diffident in the wake of his father's death, high schooler Josh (Kevin Zegers) struggles to adapt to his new home in Washington state. That all changes, however, when he signs up to be the school basketball team's manager and discovers that his pet dog Bud, a stray golden retriever he took in, can play the sport amazingly well. After Bud joins the team, Josh's life brightens considerably, until the dog's former owner Norm Snively (Michael Jeter) returns in hopes of reclaiming the pooch.","Comedy, Kids & Family",1997-08-01
1624,m/1189344-lovely_bones,The Lovely Bones,"After being brutally murdered, 14-year-old Susie Salmon (Saoirse Ronan) watches from heaven over her grief-stricken family (Mark Wahlberg, Rachel Weisz) -- and her killer (Stanley Tucci). As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.","Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",2009-12-11
4419,m/certain_women_2016,Certain Women,"Three strong-willed women (Kristen Stewart, Laura Dern, Michelle Williams) strive to forge their own paths amidst the wide-open plains of the American Northwest: a lawyer who finds herself contending with both office sexism and a hostage situation; a wife and mother whose determination to build her dream home puts her at odds with the men in her life; and a young law student who forms an ambiguous bond with a lonely ranch hand.",Drama,2016-10-14
5426,m/despicable_me_3,Despicable Me 3,"The mischievous Minions hope that Gru will return to a life of crime after the new boss of the Anti-Villain League fires him. Instead, Gru decides to remain retired and travel to Freedonia to meet his long-lost twin brother for the first time. The reunited siblings soon find themselves in an uneasy alliance to take down the elusive Balthazar Bratt, a former 1980s child star who seeks revenge against the world.","Animation, Comedy, Kids & Family",2017-06-30
7944,m/house_on_92nd_street,The House on 92nd Street,"In a story based on actual events, Nazi spies in New York City try to recruit German-American college student Bill Dietrich (William Eythe) at the height of World War II. Dietrich instead offers his services to the FBI as a double agent. Infiltrating the spy ring, which is headquartered in an East 92nd Street townhouse, Dietrich must contend with the house's beautiful owner (Signe Hasso) and, ultimately, a cache of smuggled atomic secrets that could derail the entire American war effort.","Classics, Drama, Mystery & Suspense",1945-09-10
13997,m/stuck_in_love,Stuck in Love,"A successful writer (Greg Kinnear) tries to reconnect with his two children (Lily Collins, Nat Wolff) after his divorce.","Comedy, Drama",2013-07-05
12074,m/private_resort,Private Resort,"Two teenagers (Rob Morrow, Johnny Depp) staying in a Florida resort pursue girls, then they encounter a jewel thief.",Comedy,1985-05-03
6479,m/first_comes_love_2012,First Comes Love,"Filmmaker Nina Davenport documents her experience of motherhood, from pregnancy to raising a child on her own.","Documentary, Special Interest",2013-07-24
16102,m/there_be_dragons,There Be Dragons,An investigative journalist (Dougray Scott) unearths secrets about his father's (Wes Bentley) ties to the controversial founder (Charlie Cox) of Opus Dei.,Drama,2011-05-06
13528,m/some_days_are_better_than_others,Some Days Are Better Than Others,The good times slip by fast while bad times drag on.,"Comedy, Drama",2011-06-03
9327,m/le_havre_2011,Le Havre,A shoeshiner tries to save a refugee.,"Comedy, Drama",2011-10-21
5854,m/east_side_sushi,East Side Sushi,A Latina woman (Diana Elizabeth Torres) aspires to become a sushi chef while working in a Japanese restaurant.,"Comedy, Romance",2015-09-18
12976,m/sea_of_love,Sea of Love,"Troubled New York City detective Frank Keller (Al Pacino) investigates a serial killer who finds victims using personal ads in a magazine and leaves the song ""Sea of Love"" playing at his crime scenes. With the help of his partner, Sherman Touhey (John Goodman), Frank concocts a plan to find the killer using his own personal ads. But when Frank falls for one of his chief suspects, Helen Cruger (Ellen Barkin), he struggles to reconcile his personal life and his professional duty.","Drama, Mystery & Suspense",1989-01-01
1240,m/1089805-ogre,Der Unhold (The Ogre),A simple Parisian's (John Malkovich) love of children involves him in a Nazi scheme to kidnap boys and train them as SS troops during World War II.,"Art House & International, Drama",1999-01-08
4232,m/calle_54,Calle 54,"Invites everyone to experience the passion of Latin jazz. A musical journey that captures the heart and soul of an entire culture. The sound that pulsates in hot backstreet clubs and recording studios. From Miami to Havana, the Bronx to Andalusia. A series of performances that reveal how these great Latin heroes use their extraordinary musical talent as a vehicle for storytelling, protest, sexuality and, above all, the celebration of life.","Art House & International, Documentary, Drama, Musical & Performing Arts",2001-05-11
9648,m/lol_2012,LOL,"In a world where connections via Facebook, Twitter and other social media networks are the norm, high-school student Lola (Miley Cyrus) is trying to navigate her way through the usual teen pressures of romance, friendship and overprotective parents (Demi Moore, Thomas Jane). Broken-hearted by a break-up with her boyfriend, Lola's world turns upside-down when she realizes that her best friend, Kyle (Douglas Booth), could actually be the love of her life.",Comedy,2012-05-04
2075,m/a-wink-and-a-smile,A Wink and a Smile,"A homemaker, a doctor, a taxidermist and a college student are among the women who attend school in Seattle to learn the art of burlesque dancing.","Documentary, Special Interest",2008-05-28
13099,m/sex_and_breakfast,Sex and Breakfast,Two young couples using anonymous sex as a catalyst to fix their troubled relationships must rethink what makes a connection work.,"Art House & International, Comedy, Drama",2007-11-30
10663,m/mr_deeds_goes_to_town,Mr. Deeds Goes to Town,"Longfellow Deeds (Gary Cooper), a resident of small-town Vermont, leads a simple life until he inherits a vast fortune from a late uncle. Soon, unscrupulous lawyer John Cedar (Douglas Dumbrille) brings Deeds to New York City, where the unassuming heir is the object of much media attention. When wily reporter Babe Bennett (Jean Arthur) gains the trust and affection of Deeds, she uses her position to publish condescending articles about him -- but are her feelings for him really that shallow?","Classics, Comedy, Romance",1936-04-12
2537,m/all_saints,All Saints,"Michael Spurlock decides to trade in his corporate sales career to become a pastor. Unfortunately, his first assignment is to close a country church and sell the prime piece of land where it sits. He soon has a change of heart when the church starts to welcome refugees from Burma. Spurlock now finds himself working with the refugees to turn the land into a working farm to pay the church's bills.",Drama,2017-08-25
12268,m/rambling_rose,Rambling Rose,"During the Great Depression, a Southern family hires the domestic services of Rose (Laura Dern), a damaged woman who hopes to avoid prostitution as a way of life. While in the employ of the household, Rose begins to develop feelings for the father of the family (Robert Duvall), who must continually rebuff her unwanted sexual advances. Meanwhile, Rose also develops a relationship with the 13-year-old son, Buddy (Lukas Haas). Eventually the father begins to reach the limits of his tolerance.","Comedy, Drama",1991-09-10
8927,m/kevin_hart_let_me_explain,Kevin Hart: Let Me Explain,"In the follow-up to his 2011 film ""Laugh at My Pain,"" comic and actor Kevin Hart appears in concert during two sold-out shows at New York's Madison Square Garden. The film captures the laughter, energy and mayhem of Hart's 2012 international ""Let Me Explain"" concert tour, which generated more than $32.7 million in ticket sales.","Comedy, Documentary, Musical & Performing Arts",2013-07-03
17608,m/yonkers_joe,Yonkers Joe,"Master cardsharp Yonkers Joe (Chazz Palminteri) has a silver tongue and a miraculous ability to take even the most seasoned of gamblers for a ride. As Joe and his new wife, Janice (Christine Lahti), plot to take a heavily monitored casino for millions, Joe's mentally disabled son, Junior (Thomas Guiry), is released from a state hospital. When father and son reconnect after years of painful separation, Joe finds himself in a disarming situation in which none of his signature tricks apply.",Drama,2009-01-09
