,movie_link,critic_name,review_type,review_date,content
13040,m/ten_thousand_saints_2015,Rob Thomas,Rotten,2015-01-28,"We're told that characters are drawing closer to each other or changing their lives for the better, but we don't often feel it."
13041,m/ten_thousand_saints_2015,Todd Jorgenson,Rotten,2015-09-02,"The emotionally uneven film is more intriguing in parts than as a whole, with the periphery characters often more compelling than the somewhat passive protagonist."
13042,m/ten_thousand_saints_2015,Pat Padua,Fresh,2018-08-29,"There's a lot wrong with [the movie], but I forgive it because most of the actors carry the movie's awkward melodrama--and because it's a reminder of an East Village that's quickly disappearing."
13043,m/ten_thousand_saints_2015,William Bibbiani,Fresh,2015-01-24,"Although it may not come to great conclusions about all of the issues it raises, it does affirm that people are inherently good without coming across like it's selling you something. And that's a very sweet thing to do."
13044,m/ten_thousand_saints_2015,Katherine Pushkar,Rotten,2015-08-12,"The cast all do well with banal material that's beneath them, especially Emily Watson, as Eliza's mom, and Hawke, who's everyone's dope-smoking, curfew-less fantasy friend-Dad."
13045,m/ten_thousand_saints_2015,Neil Genzlinger,Fresh,2015-08-13,"A very fine film, full of quietly impressive performances and young characters who register as authentic."
13046,m/ten_thousand_saints_2015,J. R. Jones,Rotten,2015-08-20,"The film shows all the earmarks of a story too heavily compressed; the complications among the entwined families pile up after a while, and the period milieu feels arbitrary."
13047,m/ten_thousand_saints_2015,Matt Pais,Rotten,2015-08-20,Ethan Hawke is so funny in Ten Thousand Saints that he nearly keeps the movie afloat.
13048,m/ten_to_midnight,David Nusair,Rotten,2004-05-23,"...a routine police thriller that is, for the most part, slow moving and uneventful."
13049,m/ten_to_midnight,Chuck O'Leary,Fresh,2006-02-14,A real button-pusher with a dynamite ending. Gene Davis is memorable as the sicko villain.
13050,m/ten_to_midnight,Roger Ebert,Rotten,2018-04-29,"This is a scummy little sewer of a movie, a cesspool that lingers sadistically on shots of a killer terrifying and killing helpless women, and then is shameless enough to end with an appeal to law and order."
13051,m/ten_to_midnight,Felix Vasquez Jr.,Fresh,2019-01-12,"Feels like a big turning of the tide for Bronson's character, who unlike other action heroes of the period, might have had to face harsh repercussions in the end."
13052,m/ten_to_midnight,Mike McGranaghan,Rotten,2019-01-23,Is this is a good movie? Not really. Is it entertaining to watch? Absolutely.
13053,m/ten_to_midnight,Matt Brunson,Fresh,2019-01-25,An alternately nifty and nasty police procedural.
13054,m/ten_to_midnight,Octavi Marti,Rotten,2019-08-29,Lee Thompson's 10 to Midnight is identical to its predecessors. [Full Review in Spanish]
13055,m/ten_to_midnight,Mike Massie,Fresh,2020-08-31,"Both a murder/mystery and a teen-oriented slasher, before morphing into a very unlikely revenge picture."
13056,m/terminal_2018,Joanne Soh,Rotten,2018-05-16,"Twisty plot, unconvincing storytelling and bad pacing."
13057,m/terminal_2018,Lucero Calderón,Rotten,2018-07-23,"Visually and sonically Terminal is enjoyable, but the story isn't up to the par. [Full Review in Spanish]"
13058,m/terminal_2018,Sara Stewart,Rotten,2018-05-11,"Everything and everybody else just seems here to support Robbie: If nothing else, her performance here is a compelling argument for her to get that Harley Quinn stand-alone film made, already."
13059,m/terminal_2018,Katie Hogan,Rotten,2020-01-29,"Bad accents, accents that just didn't suit characters, dialogue that sounded like it had been taken from student film, the overuse of Alice in Wonderland references, all these things, overshadowned what I think Stein was trying to do."
13060,m/terminal_2018,Chris Nashawaty,Rotten,2018-05-10,This stylish-but-grating pastiche of far better crime flicks is as soft-boiled as they come.
13061,m/terminal_2018,Kate Muir,Rotten,2018-07-05,The main mystery here is how so many smart actors ended up in this stinker.
13062,m/terminal_2018,John Lui,Rotten,2018-05-17,"About three-quarters style exercise and one-quarter story, this occasionally intriguing but mostly frustrating film is one example of a work that would have benefited greatly from better control of tone and more careful casting."
13063,m/terminal_2018,Fico Cangiano,Rotten,2018-06-14,"Not even Margot Robbie's flashy, on-the-nose performance can save this disappointing noir wannabe. [Full review in Spanish]"
13064,m/terminal_2018,Jeff York,Rotten,2019-10-17,"It's all such a ""movie-movie"" that it never becomes quite the thriller it wants to be."
13065,m/terminal_2018,Daniel M. Kimmel,Fresh,2018-05-13,"Robbie... may have gotten an Oscar nomination for I, Tonya, but this is a film that really showcases her range."
13066,m/terminal_2018,David Edelstein,Rotten,2018-05-11,"What's Terminal about? It's about 90 minutes. That's a cheap shot, but since the film doesn't establish a baseline of reality, it's hard to pick out a premise."
13067,m/terminal_2018,Carlos Díaz Reyes,Rotten,2018-07-23,"With a terrible script and horrible dialogue, there is much to see but little to remember. [Full review in Spanish]"
13068,m/terminal_2018,Matthew Turner,Rotten,2018-07-02,The stories never connect in a satisfying fashion and both tales are undone by a series of increasingly ridiculous twists that fail to work because there's no emotional investment in the characters.
13069,m/terminal_2018,Matthew Passantino,Rotten,2018-07-02,The neon-soaked scenery is undoubtedly intoxicating but there just isn't enough meat on the bones to ever get lost in the hollow underbelly of the film's setting.
13070,m/terminal_2018,Jonathan W. Hickman,Fresh,2018-05-11,"By no means a success, Vaughn Stein's debut has a form over substance allure to it. And then there's Mike Myers..."
13071,m/terminal_2018,Stephen Whitty,Rotten,2018-05-08,"A great calling card for TV commercials, or fashion layouts. It's just not much of a movie."
13072,m/terminal_2018,James Berardinelli,Rotten,2018-05-11,The strength of the stylistic elements and Robbie's performance aren't sufficient to overcome the deficiencies of an initially derivative and ultimately off-kilter narrative.
13073,m/terminal_2018,Robbie Collin,Rotten,2018-07-05,A film that makes the viewer feel as if their brain has been extracted through their nostrils with a drinking straw: an inane and relentlessly boring future noir...
13074,m/terminal_2018,Tim Stevens,Rotten,2018-11-27,"It's all noise, complicating without complexity. It is all setting, little heart. Without Robbie's live wire act, I doubt the film would have a pulse at all."
13075,m/terminal_2018,James Mottram,Rotten,2018-08-18,"A neon-drenched film noir steeped in film clichés, Vaughn Stein's tale of femmes fatales, hitmen and suicide cases feels as terminal as the title suggests."
13076,m/terror_in_a_texas_town,Dennis Schwartz,Fresh,2001-09-26,Had style and the expressions of an auteur filmmaker to make it standout from other westerns.
13077,m/terror_in_a_texas_town,Michael E. Grost,Fresh,2007-08-09,"Blistering left wing Western, with unique surreal final showdown."
13078,m/terror_in_a_texas_town,Nicholas Bell,Fresh,2020-09-08,"Arguably, its depiction of American's sour, rotten capitalistic core may be nothing new in the annals of the Western. But no one does it with such devilish relish and provocative panache as Trumbo, Young, and Lewis and the nightmare they conjure."
13079,m/terror_in_a_texas_town,Richard Propes,Fresh,2020-09-26,A Trumbo screenplay all the way.
13080,m/that_sugar_film,Jake Wilson,Rotten,2015-03-12,"Simply put, Gameau's one-man experiment is not rigorous enough to prove anything at all, however striking his results seem."
13081,m/that_sugar_film,Meave Gallagher,Fresh,2015-07-28,"Gameau builds his case well, and by the end of the painfully dorky musical number, you may be swapping your smoothies for berries and plain, full-fat yogurt."
13082,m/that_sugar_film,Tom Long,Rotten,2015-07-31,"While ""That Sugar Film"" is filled with powerful and what should be downright alarming information, it also suffers from distracting bouts of cinematic candy coating."
13083,m/that_sugar_film,Christopher Campbell,Rotten,2015-07-30,Damon Gameau copies the Super Size Me model for an investigatory experiment [with] more style and pizzazz and inconsistency.
13084,m/that_sugar_film,Tom Clift,Fresh,2015-03-22,a lively and eye-opening documentary on a subject that needs as much attention as it can get...That Sugar Film attacks its subject from every conceivable angle.
13085,m/that_sugar_film,Matthew Toomey,Fresh,2015-04-05,I know I'll be looking at food packaging labels a little more closely from now on.
13086,m/that_sugar_film,Alissa Simon,Fresh,2015-07-13,"With its peppy, pop style, complete with silly, colorful special effects and animation, this documentary should prove accessible to school-age viewers, who might profit the most from its frank information about sugar's effect on their minds and bodies."
13087,m/that_sugar_film,Linda Barnard,Rotten,2015-07-09,"There's really nothing fresh in terms of news or science about sugar's potential for addiction, obesity and disease."
13088,m/that_sugar_film,Cara Nash,Fresh,2015-03-26,"While one never expects this experiment to turn out well, the results are still alarming."
13089,m/that_sugar_film,Stephen Romei,Rotten,2015-02-27,"My main problem with this documentary, which Gameau says is a quest for definitive answers, is that it is so one-sided."
13090,m/that_sugar_film,Roger Moore,Fresh,2015-07-27,Glib but sometimes entertaining and informative recounting of everything we know about why sugar is bad for us.
13091,m/that_sugar_film,Jim Schembri,Fresh,2015-03-08,"In a sprightly, highly entertaining tear-through of the sugar load embedded in so-called health foods, Melbourne actor Damon Gameau does a Morgan Spurlock by submitting himself to 60 days of increased sugar to match the average of 40 teaspoons a day."
13092,m/that_sugar_film,Kiva Reardon,Rotten,2015-07-09,"It's important to probe the Western world's overconsumption of sugar, but Gameau's attempts to do so while being hip and fun feel condescending and trite."
13093,m/that_sugar_film,Nick Dent,Fresh,2017-09-27,"The documentary will certainly appeal to kids with its colour, movement, clarity and humour. Adults, meanwhile, will take pause at the knowledge that the food industry has exploited our hard-wired love for sweet things to sell us unhealthy products."
13094,m/that_sugar_film,Clayton Dillard,Rotten,2015-07-26,One senses that all of these kinds of documentaires are finally aggrandizing shrines made by artists trying to erect something out of nothing.
13095,m/that_sugar_film,David Parkinson,Rotten,2015-06-25,"Even ignoring the documentary's more obviously imitative aspects, this is far too gimmicky to persuade viewers to put down their soft drinks and pay more attention when reading the ingredients listed on packaging."
13096,m/that_sugar_film,Zach Lorenzini,Fresh,2015-08-14,"Quirky documentary about food industry engages, educates."
13097,m/that_sugar_film,Jeff Meyers,Rotten,2015-07-30,"That Sugar Film's message is one well worth hearing, there are better, more informed messengers out there."
13098,m/that_sugar_film,Giles Hardie,Fresh,2015-03-05,"A great documentary, a great night out, and a great eye-opener. You'll never look at an ingredients list the same way again..."
13099,m/that_sugar_film,David Jenkins,Rotten,2015-06-25,Spirited but unconvincing stunt documentary about the perils of a high sugar diet.
13100,m/the-foot-fist-way,Mark Olsen,Fresh,2008-05-30,"The saga of small-town strip mall taekwondo instructor Fred Simmons, The Foot Fist Way is the sort of nimble oddball discovery that one wishes would come along more often."
13101,m/the-foot-fist-way,Bob Strauss,Rotten,2008-05-30,"Not bad for a one-joke movie, but still unmistakably a one-joke movie."
13102,m/the-foot-fist-way,Armond White,Fresh,2008-05-28,The Foot Fist Way signifies the most original comic vision since Hot Fuzz.
13103,m/the-foot-fist-way,Chris Hewitt,Rotten,2008-06-06,Google the trailer. That should be enough.
13104,m/the-foot-fist-way,David Gritten,Rotten,2008-09-26,"From a bunch of minor Judd Apatow protégés, a dispiriting low-budget series of witless, misogynistic sketches masquerading as comedy."
13105,m/the-foot-fist-way,Mark Rahner,Rotten,2008-06-06,"Some bits fall flat well before they're driven into the ground, such as when Simmons tries to seduce a new female student. Others are painfully telegraphed so that when the payoff arrives, you've anticipated the blow and have become inured to it."
13106,m/the-foot-fist-way,Sean P. Means,Rotten,2008-06-27,Apparently the writers thought Fred was so inherently funny they barely bothered to write jokes for him - and then thought those jokes were so funny they didn't need well-timed delivery.
13107,m/the-foot-fist-way,Marc Mohan,Fresh,2008-06-06,"We've all met this guy or someone close, and that makes him all the more deserving of that derision and a bit of empathy, too."
13108,m/the-foot-fist-way,Jim Lane,Rotten,2008-08-07,"Performances are uneven and sometimes self-consciously amateurish, and Brian Mandle's photography seems to be only a couple of notches above cell-phone home movies."
13109,m/the-foot-fist-way,Alex Markerson,Rotten,2008-05-29,"This discomfiting low-budget comedy vérité can be painfully funny, but the emphasis is on the painful. This goes Way below the belt a little too long and too often."
13110,m/the-foot-fist-way,Rafer Guzman,Rotten,2008-05-29,"The film stops when the jokes do, making for an anti-climactic finale. But if The Foot Fist Way is more about promise than delivery, its creators are off to an impressive start."
13111,m/the-foot-fist-way,Michael Phillips,Rotten,2008-10-18,"It's almost funny, or theoretically funny. It's just not actually funny."
13112,m/the-foot-fist-way,Nathan Lee,Fresh,2008-05-30,"This sleeper hit in the making is sweet and sour in all the right proportions, the best thing of its kind since Napoleon Dynamite."
13113,m/the-foot-fist-way,Tom Long,Fresh,2008-06-06,"It's also pretty funny at times, even if its central joke wears thin."
13114,m/the-foot-fist-way,Steven Rea,Fresh,2008-06-12,"A very cool comedy based on character -- real, and really self-deluded characters -- and not on shtick."
13115,m/the-foot-fist-way,Jesse Hassenger,Rotten,2008-06-08,"Fred is a sadder, more recognizable version of Ferrell characters like Ricky Bobby or Ron Burgundy, a pompous manchild with delusions of masculine dominance."
13116,m/the-foot-fist-way,Derek Adams,Fresh,2008-09-26,"While most of the deadpan remarks hit the spot, the erratic sketch-like editing and overall slapdash structure give it an air of incompleteness. Fun in parts, slipshod in others."
13117,m/the-foot-fist-way,Robert Wilonsky,Fresh,2008-05-27,"This is irritainment, something you snicker at while covering your eyes, praying that this guy never gets loose in the real world, when, in fact, he's your next-door neighbor. Or you."
13118,m/the-foot-fist-way,Michael Sragow,Fresh,2008-06-20,A semi-hilarious nonformula movie that makes you realize why formulas are born.
13119,m/the-foot-fist-way,Elizabeth Weitzman,Fresh,2008-05-30,"There are enough droll moments to spark cult status, and McBride's commitment is impressive."
13120,m/the_33,Travis Hopson,Fresh,2015-11-12,"It does what it sets out to do, which is turn a horrible tragedy into feel-good fodder."
13121,m/the_33,Ben Kendrick,Fresh,2015-11-13,An entertaining and earnest chronicle of the 33 with solid performances - one that is undercut by otherwise standard docudrama throughout.
13122,m/the_33,Glenn Kenny,Fresh,2015-11-13,"This unabashedly crowd-pleasing movie gets to its uplifting but also somewhat disquieting conclusion and coda (which, as is the custom these days, introduces the audience to the real-life miners) with its integrity intact."
13123,m/the_33,Pete Hammond,Fresh,2015-11-12,This movie packs an emotional wallop.
13124,m/the_33,Marija Djurovic,Fresh,2016-03-31,"It's a relatively solid outcome for The 33 and sure, it's got its kinks and flaws, but there's enough human drama to warrant a watch."
13125,m/the_33,John Lui,Fresh,2016-04-12,Production design is superb -- the size of the tunnels and how deep they are are shown in a way that is both realistic and awe-inspiring.
13126,m/the_33,Cuauhtémoc Ruelas,Rotten,2015-08-26,The characters and situations are so exagerated to the point it gets irritating or even ridiculous. [Full review in Spanish]
13127,m/the_33,Jeanne Kaplan,Fresh,2015-11-13,"The resilience of these men and their families, who would not back down from a fight with the Chilean government, which was forced to do the right thing, is remarkable, and deserves to be brought to life in this inspiring film."
13128,m/the_33,Jay Stone,Rotten,2015-11-11,"The familiar beats of the tale are comforting, rather than galvanizing, because we know what's coming."
13129,m/the_33,Blake Goble,Fresh,2015-11-15,"The 33 is a stable studio job about a recent headline, one that sympathetically gets away from its legacy and focuses on the human element."
13130,m/the_33,Stella Papamichael,Fresh,2016-07-11,Director Patricia Riggen efficiently touches all the bases without doing what Ron Howard did so well in Apollo 13 - creating an air of uncertainty despite the final outcome being known.
13131,m/the_33,Paula Fleri-Soler,Rotten,2019-02-16,"It is simply recreating TV images that are familiar to us. It takes a very safe journey towards its obviously predictable outcome, ticking all the boxes on its way."
13132,m/the_33,Max Weiss,Fresh,2016-06-12,"Corny as it was, I cried when the men were rescued."
13133,m/the_33,Burl Burlingame,Fresh,2015-11-13,"One of the great things about ""The 33"" is the too-rare portrayal of South Americans as decent, hard-working people with loving families."
13134,m/the_33,Chris Bumbray,Fresh,2015-11-11,"Strangely cast and melodramatic, but Antonio Banderas' commanding performance makes this worth watching."
13135,m/the_33,Brian Orndorf,Rotten,2015-11-11,"At the very least, it doesn't resemble a television movie, with enough style and thespian bigness to transform the meager tale into an event."
13136,m/the_33,Aine O'Connor,Rotten,2016-03-18,"It focuses on painting emotion that was there anyway, missing a chance to exploit richer plot elements. As a result it is not as powerful as it might have been."
13137,m/the_33,Frank Swietek,Rotten,2015-11-12,A peculiar combination of dutiful recreation and souped-up Hollywood disaster movie.
13138,m/the_33,Roger Moore,Fresh,2015-11-10,Cutesy. Patronizing. Overlong. But it still works.
13139,m/the_33,Wendy Ide,Fresh,2015-10-07,It's as though Riggen directs from a checklist of proven emotive shots. However there is no question that this is an extraordinary tale of human fortitude and resilience ...
13140,m/the_absent_one,Glen Falkenstein,Fresh,2015-06-18,The Absent One is a consistently engaging thriller which manages to build momentum to a violent and intense conclusion.
13141,m/the_absent_one,Kate Lloyd,Fresh,2016-04-04,Tense right to the end.
13142,m/the_absent_one,Emma Simmonds,Fresh,2016-04-04,"Finding a certain majesty in the murk, The Absent One is unashamedly derivative but remains a class act regardless."
13143,m/the_absent_one,Benjamin Lee,Fresh,2016-04-07,"An awful number of cliches are being ticked off here (the Fincher-esque lighting, the dogged and socially inept cop), but it's a diverting potboiler for crime drama completists."
13144,m/the_absent_one,John Bleasdale,Rotten,2016-04-07,A lacklustre and clich-ridden Danish crime sequel.
13145,m/the_absent_one,Trevor Johnston,Fresh,2016-04-08,"Moves along smartly enough, and manages the Nordic Noir trick of appearing very classy at all times while unspooling an incredibly lurid plot featuring lashings of schoolgirl sex and sadistic violence."
13146,m/the_absent_one,Gloria Daniels-Moss,Fresh,2016-04-11,This compelling sequel makes for a nail biting murder mystery that skilfully presents a relatively clichd story that we have all seen countless times before in a unique manner.
13147,m/the_absent_one,MaryAnn Johanson,Fresh,2016-04-15,"[A] grim treat, mining suspense and urgency from intensely plotted dual timelines of brutal criminality. A must for fans of rumpled, cynical, bitter detectives."
13148,m/the_absent_one,Ken Jaworowski,Fresh,2016-06-16,"Mikkel Norgaard, the director, propels the story by smartly sticking to the formula he used in the previous film: hints of menace, gorgeously shadowed shots and long flashbacks."
13149,m/the_absent_one,Noel Murray,Fresh,2016-06-16,"Although each of the first three films tells a full, discrete story, they work best cumulatively, as the ongoing adventures of one cranky, conscientious cop."
13150,m/the_absent_one,Michael Rechtshaffen,Fresh,2016-06-23,Another unsavory journey into contemporary Denmark's seamier underbelly.
13151,m/the_absent_one,Kevin Harley,Fresh,2017-01-02,Lie Laas' furrowed lead and Nrgaard's taut orchestration of flashback-pumped plotting help flesh out old clichs - at least until the climax takes a glum turn for the overwrought.
13152,m/the_addams_family_2019,Jennifer Heaton,Rotten,2020-01-17,...The film's simplistic and episodic plot put a major dampener on what could have been a welcome breath of fresh air for family animation.
13153,m/the_addams_family_2019,Adam Graham,Rotten,2019-10-10,"""The Addams Family"" builds to a generic ""be yourself"" message that could have come from any animated tale. In doing so, ""The Addams Family"" does the last thing the Addams ever wanted to do: it fits in."
13154,m/the_addams_family_2019,Frank Swietek,Fresh,2019-10-11,"With its clichéd diversity message, blander than it might have been, but the striking visuals and general good humor-combined, of course, with the nostalgia factor-should make it an agreeable pastime for both kids and adults."
13155,m/the_addams_family_2019,Peter Sobczynski,Fresh,2019-10-11,"If all you require for your entertainment needs at the moment is 90 minutes of cheerful silliness that will amuse kids and adults in equal measure, The Addams Family is fleet and funny enough to make such a task seem like a snap."
13156,m/the_addams_family_2019,Leigh Paatsch,Rotten,2019-12-05,Now the mirthfully macabre clan known as the Addams Family - an iconic creation of legendary New Yorker cartoonist Charles Addams - have been fed into Hollywood's cartoon woodchipper.
13157,m/the_addams_family_2019,Daniel Goodwin,Fresh,2019-11-04,"There have been a fair few Addams Family adaptations over the years but, following a clumsy set-up, this latest entry (the first in two decades) ends up as exultantly kooky, spooky, and consequently ooky as its predecessors."
13158,m/the_addams_family_2019,Caroline Siede,Rotten,2019-10-10,"The Addams Family isn't a scream, it's a painfully generic kids' film."
13159,m/the_addams_family_2019,Carla Renata,Fresh,2019-10-24,"Cooky, spooky Addams Family is an entertaining memory lane walk for fans of the franchise. Pacing is slow, but it's still fluffy, good old-fashioned animated fun with the best entrance ever from Snoop Dogg and humanity lesson on embracing differences."
13160,m/the_addams_family_2019,Johnny Gayzmonic,Fresh,2019-10-11,"Like the Addamses themselves, the film comes of as well-meaning but more than a little off. Still, even a brief visit from the Addams is better than no visit at all."
13161,m/the_addams_family_2019,Frank Ochieng,Rotten,2019-10-14,...with the Halloween season right around the corner. the tired novelty of serving up these frightening funny faces in a packaged kiddie comedy is moreso a tepid trick than it is a treasured treat.
13162,m/the_addams_family_2019,Nell Minow,Rotten,2019-10-11,Even children will understand that the theme of encouraging individual expression would be more compelling if the storyline wasn't so resolutely dull.
13163,m/the_addams_family_2019,Amanda Greever,Fresh,2019-11-27,"This isn't a film only for children or old-school fans. There's something here for everyone. It's a clever, funny movie with a message about family, even the quirky ones who we want to belittle or make fun of."
13164,m/the_addams_family_2019,James Croot,Fresh,2019-12-03,Throw in a fantastic vocal cast... and the result is a terrific way to temporarily escape festive season madness.
13165,m/the_addams_family_2019,John Lui,Fresh,2019-10-30,It feels like a long time since Addams-style wordplay was last in cinemas and it feels good to hear it again.
13166,m/the_addams_family_2019,Rich Cline,Fresh,2019-10-28,"There's frenetic energy in this animated revamp of the iconic comic strip, and it's both engaging and exhausting. Thankfully, along with the kookiness, the filmmakers make sure the film is creepy and spooky."
13167,m/the_addams_family_2019,Jackie K. Cooper,Rotten,2019-10-18,"""The Addams Family"" has been done to death. Enough already, give it a rest."
13168,m/the_addams_family_2019,Felix Vasquez Jr.,Fresh,2019-10-13,Digs deep to the roots of what made this series so entertaining and lovable since it was introduced.
13169,m/the_addams_family_2019,Nathanael Hood,Fresh,2019-10-14,Despite its infantilized treatment of the family it still provides enough creative set-pieces and heart-warming character moments to please both fans and newcomers.
13170,m/the_addams_family_2019,Peter Gray,Rotten,2019-12-02,Can't help but feel like a wasted opportunity to truly embrace the source material's dark yet likeable temperament.
13171,m/the_addams_family_2019,Mikel Zorrilla,Fresh,2019-10-23,A fun reboot that leaves one wanting more adventures from this mythical clan. [Full Review in Spanish]
13172,m/the_african_queen_1951,Amber Wilkinson,Fresh,2001-08-01,"Despite being 50 years old, there is still something refreshing about watching The African Queen."
13173,m/the_african_queen_1951,Matthew Pejkovic,Fresh,2010-07-06,"The performances by Humphrey Bogart (who earned his lone Oscar for his troubles) and Katharine Hepburn, along with John Huston's astute direction has produced a high spirited and highly entertaining adventure movie."
13174,m/the_african_queen_1951,Lindy West,Fresh,2017-08-25,"This movie is in the DNA of rom-coms and buddy-cop comedies and fish-out-of-water tales and Indiana Jones (he bickers and fights Germans too! Plus, dirt beard!)."
13175,m/the_african_queen_1951,Matthew Connolly,Fresh,2011-02-09,Huston understands the majestic savagery of his surroundings well enough to let it exert some dramatic pressure on what is primarily a buoyant romantic comedy.
13176,m/the_african_queen_1951,Chris Hewitt (UK),Fresh,2001-08-16,This is a film where pretty much everyone is serving aces.
13177,m/the_african_queen_1951,Robert Roten,Fresh,2002-10-28,Annually gets some votes for best film ever made.
13178,m/the_african_queen_1951,Philip Martin,Fresh,2010-03-19,"...one of those films that have been so assimilated into the collective unconscious that they feel ubiquitous,to the point that even those who have never seen it probably feel as though they have."
13179,m/the_african_queen_1951,Clarissa Bowen,Rotten,2010-01-22,John Huston's film wavers disconcertingly and a little aimlessly between life and fairy tale.
13180,m/the_african_queen_1951,Scott Weinberg,Fresh,2002-07-26,"Almost painfully entertaining. The textbook definition of ""American Movie Classic."""
13181,m/the_african_queen_1951,Dan Jardine,Fresh,2000-01-01,"There are not two better actors to tackle these roles, and director Huston keeps their story moving without lulls."
13182,m/the_african_queen_1951,Bill Gibron,Fresh,2010-03-25,"As a paradigm of why certain actors and filmmakers remain revered several decades after their death or greatest success, The African Queen is more than merely exemplary."
13183,m/the_african_queen_1951,Tim Dirks,Fresh,2000-01-01,"The African Queen (1951) is the uncomplicated tale of two companions with mismatched, ""opposites attract"" personalities who develop an implausible love affair as they travel together downriver in Africa around the start of World War I."
13184,m/the_african_queen_1951,Cole Smithey,Fresh,2009-04-26,Bogart and Hepburn are truly amazing together.
13185,m/the_african_queen_1951,Kevin Maher,Fresh,2019-11-25,"The action scenes are expertly handled, the film was a hit and Hollywood liked it so much that it remade it in 1975 as Rooster Cogburn, with John Wayne opposite Hepburn."
13186,m/the_african_queen_1951,Sean Axmaker,Fresh,2010-03-22,"These are not ""pretty"" characters, but they are beautiful and their affair is a natural force outside of society and the church."
13187,m/the_african_queen_1951,Bob Bloom,Fresh,2003-09-11,"Bogie and Hepburn, a dynamic duo! A love story, adventure story and comedy, all rolled into one rollicking and perilous river ride. You never get tired watching it."
13188,m/the_african_queen_1951,Sean Axmaker,Fresh,2018-11-03,"A classic journey adventure, with a series of obstacles that they meet with resilience and resourcefulness, but the story is how they move from ""Mr. Allnut"" and ""Miss"" to Charlie and Rosie, opposites who find strength, support and unexpected love..."
13189,m/the_african_queen_1951,David Fear,Fresh,2011-02-09,"Five minutes in, and cowriter-director John Huston has already set the stage for something besides your typical '50s jungle-bwana boogie."
13190,m/the_african_queen_1951,Dragan Antulov,Fresh,2000-01-01,"Both of the actors who portray protagonists -- Bogart and Hepburn -- were past their prime when they made this film, but they gave superb performance nevertheless, often using humour to make their on-screen chemistry more believable."
13191,m/the_african_queen_1951,Dennis Schwartz,Fresh,2004-01-01,A https://dennisschwartzreviews.com/much ballyhooed film that has been overrated as a classic.
13192,m/the_babadook,Zade Constantine,Fresh,2016-06-21,The proceeding thrills are economically constructed but extremely effective.
13193,m/the_babadook,Randall King,Fresh,2015-03-20,"Writer-director Jennifer Kent eschews most horror conventions in favour of wholly original visuals and resonant human drama, abetted by a very powerful performance by Davis."
13194,m/the_babadook,Robert Horton,Fresh,2015-09-11,"[Writer/director Jennifer Kent] skillfully keeps us locked into the moment-by-moment thrills of a monster movie, but also insists that this Babadook is clearly a stand-in for the other problems that inflict the lonely household."
13195,m/the_babadook,Josh Larsen,Fresh,2014-12-05,...about the dark side that any bone-weary parent can sometimes feel creeping up within.
13196,m/the_babadook,Beth Accomando,Fresh,2015-09-11,The Babadook lures you in with the familiar childhood fears about something lurking under your bed but delivers something fresh and even surprising.
13197,m/the_babadook,Robert Roten,Fresh,2014-12-09,Writer/director Jennifer Kent has created a modern horror masterpiece in this film. It is about as creepy as creepy can get.
13198,m/the_babadook,Jonathan Hatfull,Fresh,2016-10-05,"Rest assured, Jennifer Kent's debut more than lives up to the hype."
13199,m/the_babadook,Andy Crump,Fresh,2014-12-04,There's a grand divide between what Kent has done here and what most of us consider horror. You'll spend your first week after the experience sleeping with the lights on. You will also come away enriched and provoked.
13200,m/the_babadook,Harry Guerin,Fresh,2016-10-05,"It's brilliantly acted, beautifully shot, has loads of tension and announces newcomer Jennifer Kent as a writer-director of real class and depth."
13201,m/the_babadook,Brigid Presecky,Fresh,2019-08-14,"The Babadook is impressive for its focused script, acting as a giant metaphor about either letting our demons take over of our lives or learning to keep them at bay, no matter how scary it may seem."
13202,m/the_babadook,Frank Hatherley,Fresh,2014-11-24,An engrossing Australian ghost story.
13203,m/the_babadook,Anthony Lane,Fresh,2014-11-24,"Let a law be passed, requiring all horror films to be made by female directors."
13204,m/the_babadook,J. Olson,Fresh,2016-04-09,"Come for the dread, stay for the subtext, and top it all off with a little nightlight shopping on Amazon."
13205,m/the_babadook,Steven Rea,Fresh,2014-12-05,No matter how successful The Babadook turns out to be - and Jennifer Kent's horror story deserves all the success it gets - the prospects of a best-selling kid-lit tie-in don't look good.
13206,m/the_babadook,Matt Prigge,Fresh,2014-11-24,"It's almost a shame it turns into a ghost movie at all, but not quite."
13207,m/the_babadook,Lisa Rosman,Fresh,2016-10-05,"For all its otherworldly flourishes, it confirms that the most terrifying monsters are remarkably local -- domestic, even."
13208,m/the_babadook,Kt Schaefer,Fresh,2018-11-08,"The Babadook is an incredibly well-made movie, with each aspect of the film fitting neatly into an overall theme."
13209,m/the_babadook,Abbie Bernstein,Fresh,2019-01-08,"The Babadook will stick with you. It is brilliantly done, imaginative horror that grips us where most of us live."
13210,m/the_babadook,Scott Foundas,Fresh,2014-02-06,"Manages to deliver real, seat-grabbing jolts while also touching on more serious themes of loss, grief and other demons that can not be so easily vanquished."
13211,m/the_babadook,Pat Padua,Fresh,2018-08-31,"Rich in mental metaphor, the monster knocking at the door only exists from the power we give it."
13212,m/the_ballad_of_buster_scruggs,Gabriella Geisinger,Fresh,2018-11-19,"The Ballad of Buster Scruggs is a well crafted, if narrow, anthology about life in the West, with a hefty gloss of cinema-magic."
